urlId,keywordId
148,3574
148,3906
148,4033
148,4283
148,4420
148,4490
148,4628
148,4637
148,4643
148,4862
148,4953
148,5368
148,5369
148,5390
148,5422
148,5700
148,5819
148,5847
148,5914
148,6124
148,6208
148,6302
148,6338
148,6599
148,6733
148,6904
148,6934
148,6934
148,7011
148,7066
148,7717
148,7765
148,7848
148,7921
148,8372
148,8467
148,8512
148,8591
148,8659
148,8857
148,9417
148,9758
148,9809
148,9917
148,9967
148,10447
148,10790
148,11067
148,11449
148,11582
148,11653
148,11727
148,12098
148,12332
148,12349
148,12454
148,12876
148,12954
148,13223
148,13338
148,13497
148,13863
148,14162
148,14536
148,14835
148,15072
148,15357
148,16037
148,16188
148,16363
148,16955
148,17200
148,17333
148,17362
148,17469
148,17662
148,17800
148,17878
148,18008
148,18190
148,18289
148,18557
148,18645
148,18649
148,19035
148,19035
148,19048
148,19255
148,19417
148,19681
148,19693
148,19731
148,19743
148,20430
148,20692
148,20776
148,20778
148,21163
148,21194
148,21462
148,21545
148,21741
148,21933
148,21956
148,21959
148,22017
148,22555
148,22798
148,22936
148,23093
148,23105
148,23360
148,23456
148,23502
148,23889
148,23973
148,24500
148,24538
148,24999
148,25018
148,25203
148,25204
148,25412
148,25654
148,25682
148,25854
148,26043
148,26044
148,26736
148,26774
148,26825
148,26850
148,27229
148,27458
148,27497
148,27559
148,27585
148,27627
149,10039
149,11129
150,6690
150,22315
151,14910
152,21193
153,21193
154,21193
155,9964
155,17680
156,23912
157,2566
158,3535
159,12669
160,3535
161,12037
161,25030
161,25309
161,26128
162,2453
162,27521
163,14277
164,160
165,1793
165,24071
166,889
167,20538
168,17363
168,22046
168,23756
169,1819
169,3068
169,4928
169,7562
169,9307
169,9636
169,14084
169,15722
169,15806
169,16007
169,16524
169,17802
169,18618
169,23017
170,22585
170,22715
171,2856
171,7304
171,10052
171,14664
171,17227
171,17227
171,21429
171,21429
171,26014
172,17623
172,19335
173,15573
173,22890
174,16074
174,21055
174,23614
174,23834
175,985
175,1430
175,1470
175,8422
175,11997
175,12917
175,21251
175,23019
175,24551
176,6697
177,26935
178,405
178,19317
179,5939
179,20376
179,20700
180,8693
181,1217
182,18864
182,22042
183,23759
184,4672
184,15730
184,19892
184,25551
185,455
186,24337
187,10044
187,15775
188,10146
189,15051
190,26598
191,13760
192,25749
193,1523
193,23450
194,1523
194,8195
194,23450
195,4476
196,1844
197,52
198,12447
199,118
199,1479
199,2728
199,3222
199,3502
199,4819
199,5366
199,5511
199,5512
199,6890
199,7205
199,7756
199,8027
199,8444
199,8701
199,9556
199,9969
199,10109
199,10110
199,10766
199,11438
199,11711
199,13726
199,14667
199,15829
199,16626
199,19536
199,20253
199,20835
199,21304
199,21338
199,26084
199,26522
200,20361
201,9952
202,7707
203,24197
204,8192
204,9697
204,10830
204,17156
204,18313
204,19820
204,24064
205,24483
206,19251
207,16225
208,23443
209,459
209,952
209,2613
209,2854
209,3145
209,3608
209,6528
209,8855
209,8897
209,10219
209,10649
209,10730
209,11589
209,13097
209,14764
209,14939
209,14962
209,15210
209,15493
209,15721
209,15797
209,17836
209,17995
209,19669
209,20422
209,20768
209,21320
209,22840
209,23879
209,26996
209,27224
210,17446
211,26716
212,19003
213,17719
214,900
215,25063
216,19790
217,23454
218,1127
218,9533
218,20338
218,26718
219,25781
219,25857
220,17719
221,11475
222,327
222,10321
222,13363
222,13821
222,17786
222,20652
222,21666
222,25764
223,19462
224,25895
225,10980
225,13763
226,21748
227,1427
228,10847
229,21402
230,12227
230,20970
230,23415
230,24339
230,24739
230,26769
231,15030
232,6761
233,5173
233,7099
233,9405
233,12117
233,13498
233,14442
233,14450
234,14977
234,21685
235,2140
236,2008
237,2008
237,4067
238,11096
239,6697
240,4854
241,1987
241,12805
241,14607
242,14607
243,6629
244,6306
244,7835
244,13533
245,18035
246,8148
247,2566
247,26628
248,7500
249,89
249,863
249,986
249,1399
249,4118
249,4605
249,4952
249,5119
249,7008
249,7454
249,7680
249,8351
249,8494
249,9036
249,16490
249,19613
249,20892
249,21221
249,22852
249,23877
249,24967
249,26109
249,26674
250,24096
251,4463
251,20381
252,26609
253,12595
254,7678
255,2401
255,7447
255,8665
255,16073
255,20036
255,26387
256,11098
256,25789
257,17227
258,26013
259,4133
259,25293
260,8702
261,18580
262,10176
263,19836
264,16994
265,17672
266,18253
267,8291
267,8998
267,21297
267,23588
267,23610
267,25688
268,5514
269,15151
270,18023
270,26208
271,12791
272,9067
272,13732
272,23404
273,15966
274,18454
275,2495
275,3683
275,7253
275,7803
275,8019
275,8817
275,10416
275,19440
275,19841
275,21296
275,24317
275,26874
276,8436
276,13719
277,1791
278,8232
279,6709
279,11471
279,25166
280,10393
280,16891
280,26351
281,12243
282,1093
283,18496
284,15088
285,900
286,472
286,4358
287,19323
288,1036
289,3491
290,5147
291,7206
292,25676
292,27211
292,27524
293,7446
294,652
294,2891
294,5515
294,5515
294,8437
294,8951
294,8951
294,9026
294,10827
294,11683
294,12149
294,14144
294,14144
294,16539
294,17001
294,17322
294,18642
294,19885
294,20472
294,20472
294,20560
294,21777
294,22038
294,22427
294,24969
295,14308
295,24884
296,24202
297,13207
298,3576
298,8126
298,16496
298,18537
299,1036
299,17804
300,6258
301,4310
302,1129
302,3614
303,12661
304,5488
304,5647
304,5949
304,7451
304,7891
304,11821
304,14039
304,14214
304,14625
304,14788
304,20145
304,20446
304,22036
304,22234
304,23863
304,25551
304,26949
304,27253
305,19576
305,24070
305,25326
306,15683
307,14717
308,25801
309,1495
310,17545
311,6530
312,21715
313,5444
313,6824
314,6901
314,24298
315,19251
316,1005
317,15604
318,5864
318,6534
318,8939
318,12445
318,19691
319,5864
319,6534
319,8939
319,12445
319,19691
320,2260
321,18160
322,21745
323,23250
324,3477
325,22219
326,10146
327,10146
328,5173
329,18053
330,11127
330,12926
331,24506
332,17446
333,14038
333,26277
333,26277
334,7019
334,7745
334,14258
334,17390
335,21352
335,21352
335,23444
335,25717
335,26709
335,27252
336,26343
337,23517
338,24237
339,23863
340,12669
341,6615
342,19114
343,25268
344,3514
345,2735
345,3819
345,10582
345,27529
346,7536
347,19462
348,20192
349,757
350,2939
350,14716
351,14847
352,4066
352,18499
353,16813
354,179
354,7911
355,1851
355,3566
355,4043
355,7691
355,11357
355,15616
356,17504
357,20370
358,20370
359,1687
359,8940
359,21212
360,23889
361,12519
362,5366
362,9556
362,14667
363,3463
364,11666
365,8842
365,22554
366,7707
367,27318
368,13647
368,15394
369,13289
369,22181
370,26204
371,191
371,12791
372,6941
372,17328
373,115
373,1912
373,2015
373,6507
373,9448
373,11840
373,12153
373,13451
373,15839
373,16831
373,19061
373,20823
373,23320
373,25447
373,25521
374,5236
375,13624
376,6409
376,11431
377,11681
378,14298
379,3438
379,3501
379,3708
379,5131
379,6839
379,10096
379,13706
379,15690
379,22022
379,22668
380,23621
381,8534
382,3536
382,6709
382,7047
382,14833
382,17895
382,25166
383,12929
384,5308
385,8192
385,10830
385,17156
385,18313
385,19820
385,24064
385,24981
386,1478
387,25717
388,793
389,793
390,10672
391,17533
392,689
392,5271
392,11932
392,12220
392,12272
392,15151
392,15505
392,18061
392,18251
392,24951
393,5140
394,17719
395,8542
396,25665
397,4054
398,10579
398,15430
399,25322
400,15696
400,20782
401,22021
402,7084
403,27480
404,3075
405,11782
406,16421
407,2697
407,12383
407,22751
408,6354
408,8116
408,9199
408,9380
408,11083
408,15379
408,15496
408,18488
408,20052
408,21011
408,21943
408,22738
408,25559
409,8700
409,8935
409,12141
409,14405
409,15133
409,19690
409,22403
409,23120
409,24155
410,2677
410,5911
411,10337
411,10445
411,18473
411,25893
412,3888
412,4709
412,6080
413,3649
414,18048
415,2213
416,15288
417,15294
418,1285
419,2901
420,5988
420,12035
420,18680
420,21849
420,27435
421,2322
422,17325
423,5790
424,24207
425,12515
426,24420
427,20425
427,22447
428,9438
429,6738
430,17957
431,13624
432,8021
433,5790
434,25094
435,7560
435,22585
436,7705
436,27662
437,4061
438,12946
439,898
439,6618
440,2939
440,14716
441,8363
442,5008
442,13175
443,11611
444,20469
444,21302
445,6487
445,8933
445,15325
445,18370
445,20305
446,18904
447,18904
448,1216
449,21856
450,7076
451,2520
451,4832
451,14062
451,24324
452,3074
452,3615
452,8905
452,12482
452,13843
452,14502
452,16482
452,17305
452,17870
452,19776
452,19842
452,20291
452,21759
452,22974
452,23311
452,23912
452,24358
453,11244
453,16045
453,16570
453,16589
453,18529
453,24619
454,9568
455,16136
456,16365
456,16369
457,24354
458,12669
459,600
459,1817
459,10079
459,15438
459,23442
460,827
460,1301
460,2658
460,2971
460,5371
460,7236
460,10507
460,17046
460,17153
460,19404
460,19719
460,23119
460,24936
460,24992
460,26366
460,26640
461,4712
462,11251
463,5728
463,11251
464,5299
465,5299
466,8533
467,8533
468,10858
468,22740
469,16896
470,27520
471,7896
472,13169
472,13170
472,21059
473,13808
473,22519
474,826
474,2332
474,5466
474,9512
474,14617
474,16329
474,16965
474,17964
474,19350
474,19724
474,20023
474,20881
474,24412
474,25708
475,15276
475,15696
476,720
477,24704
478,5867
479,20444
480,315
480,517
480,792
480,2792
480,3017
480,3023
480,3214
480,3283
480,3685
480,3685
480,4015
480,4060
480,4060
480,4726
480,5244
480,5291
480,5716
480,5858
480,6141
480,6327
480,6730
480,6758
480,6796
480,7126
480,7430
480,7430
480,7457
480,7457
480,7995
480,8051
480,8051
480,8287
480,8287
480,8361
480,8552
480,8552
480,8603
480,8603
480,9032
480,9357
480,9369
480,9487
480,9793
480,10209
480,10703
480,11030
480,11186
480,11618
480,12301
480,12604
480,13335
480,13335
480,13392
480,13392
480,13853
480,13897
480,14129
480,14632
480,15632
480,15963
480,16024
480,16061
480,16224
480,16430
480,16614
480,16861
480,17462
480,17511
480,17511
480,17537
480,18310
480,18310
480,18360
480,18722
480,19043
480,19780
480,20107
480,20337
480,21139
480,21278
480,21897
480,21897
480,22628
480,22821
480,23048
480,23048
480,23102
480,23114
480,23121
480,23555
480,23622
480,23766
480,23846
480,24014
480,24942
480,25786
480,25859
480,26671
480,26671
480,26821
480,26998
481,224
481,2175
481,4771
481,5639
481,6527
481,6782
481,7455
481,8266
481,9078
481,10237
481,10473
481,11512
481,11968
481,14934
481,15231
481,18797
481,18813
481,19526
481,21135
481,21425
481,22601
481,23839
481,24771
481,24815
481,25069
481,25465
481,25958
482,4522
482,4522
483,17131
484,4587
485,22041
486,11481
487,5597
488,26184
489,11304
490,1632
490,11304
491,7691
492,11250
493,7206
494,20349
495,15609
496,1863
496,7440
496,26798
497,4711
497,7395
497,10019
497,14443
498,11033
499,5099
499,18485
500,15806
501,19887
501,22234
501,23050
501,23079
502,22117
503,9619
503,10020
503,25619
504,3590
504,4694
504,5541
504,6540
504,7649
504,8037
504,11177
504,11178
504,11882
504,14030
504,20092
504,20093
504,20633
504,22299
504,26848
505,17100
506,3222
506,16149
506,17400
506,25123
506,25615
507,23441
508,25524
509,26405
510,27108
511,5437
512,5437
513,14030
514,1249
515,18035
516,23912
517,24660
518,8021
519,3732
519,9847
519,24479
520,2468
520,8723
520,13758
521,2001
521,8246
521,12285
521,15635
521,16669
521,23038
521,27355
522,16669
523,2602
523,5221
523,5696
523,18051
524,15191
525,3523
525,4326
525,6454
525,6647
525,8513
525,11135
525,15047
525,15191
525,18622
525,23289
525,23312
525,24235
525,26902
526,20284
526,21245
526,24575
527,20163
528,152
528,11959
528,18096
529,18580
529,22823
530,12447
531,3895
532,69
533,22403
534,5175
534,5366
534,9556
534,26522
535,8970
535,24611
536,23089
537,23089
538,15088
539,16150
540,6133
540,23630
540,24890
540,25456
540,26767
541,18160
541,24295
542,6969
543,1878
543,2301
543,9012
543,17725
544,4303
545,4694
545,7649
546,3960
546,24601
546,25916
546,25957
547,3216
547,4762
547,8793
547,20280
547,21402
547,25909
548,23891
549,11839
549,16824
549,22191
549,25939
550,757
551,7637
552,12047
553,6424
554,7866
555,362
555,1099
556,12234
557,26977
558,26977
559,23677
560,19251
561,1027
561,24305
562,22020
563,12749
564,7041
565,19020
566,3656
567,14099
568,191
569,18207
570,5417
570,19436
571,25649
572,22585
573,2131
573,12281
573,22835
574,21402
575,8790
576,12228
577,12215
578,16938
579,13869
580,7179
580,15797
580,22128
580,23717
580,26957
581,15684
582,14351
583,23922
584,1217
585,2401
585,7447
585,8665
585,16073
586,17545
586,21312
587,23912
588,9672
589,19428
589,19774
589,21258
590,16781
591,11053
591,24298
592,8021
593,8976
594,17638
595,21502
596,4545
596,18976
596,19750
597,24696
598,18292
599,25522
600,7679
600,18513
600,22414
601,7707
602,1262
603,1262
604,5733
604,16267
605,1262
606,4475
606,7114
606,10154
606,17587
606,21487
606,23780
607,12196
608,12678
608,27343
609,1842
609,12678
609,27343
610,3828
610,22998
611,4772
611,4847
611,17289
611,17571
611,20025
611,20649
611,20716
612,12749
613,125
613,516
613,618
613,804
613,1010
613,1134
613,1227
613,1604
613,1697
613,1784
613,2059
613,2497
613,2562
613,2660
613,3158
613,3319
613,3319
613,3468
613,3622
613,3688
613,3856
613,4274
613,4279
613,4551
613,4828
613,4829
613,4954
613,5029
613,5154
613,5294
613,5375
613,5484
613,5519
613,5685
613,5891
613,6094
613,6348
613,6357
613,7071
613,7513
613,7659
613,7771
613,7975
613,8683
613,8731
613,8819
613,9033
613,9093
613,9335
613,9426
613,9563
613,9630
613,10116
613,10133
613,10434
613,10796
613,10928
613,10977
613,11564
613,11591
613,11641
613,11773
613,11781
613,11869
613,12258
613,12410
613,12904
613,13280
613,13467
613,13476
613,14304
613,14728
613,15119
613,15268
613,15317
613,15331
613,15771
613,15892
613,16111
613,16231
613,16985
613,17005
613,17224
613,17464
613,17761
613,18558
613,18890
613,19174
613,20077
613,20615
613,21073
613,21380
613,21636
613,21665
613,21881
613,21881
613,22687
613,22853
613,22943
613,22991
613,23064
613,23522
613,23642
613,23657
613,24052
613,24208
613,24333
613,24627
613,24729
613,24775
613,24906
613,24912
613,25056
613,25183
613,25280
613,25372
613,25616
613,25741
613,25828
613,26093
613,26323
613,26430
613,26839
614,6600
614,6990
614,11277
614,11361
615,1899
615,26343
616,7888
616,8014
616,8952
616,9992
616,10893
616,12425
616,13639
616,13854
616,17969
616,21882
616,22051
616,22349
616,22473
616,23107
616,24581
616,25006
616,25913
616,27146
617,1040
618,9580
618,17091
619,9580
619,17091
619,17115
620,12791
620,26328
621,4154
621,4706
621,7244
621,11329
621,19291
621,21000
621,25717
622,27432
623,7400
624,1104
624,2468
624,5727
624,13758
624,17426
624,23349
625,1236
625,3804
626,1236
626,3804
627,22461
628,4492
629,14910
630,3785
630,11762
631,5844
631,17621
632,12581
632,13289
632,22181
632,23751
632,25702
633,16149
634,19413
635,21580
636,3940
636,24889
637,3216
638,23089
639,19973
639,19973
640,1301
640,2971
640,8525
640,16346
640,17046
640,24936
641,26243
642,27488
643,4709
644,13189
645,11481
646,6051
647,769
647,4708
647,20151
647,23016
647,27048
648,19104
649,5448
650,4326
650,6454
650,23289
650,23312
650,24235
650,26510
650,26902
651,257
651,20210
652,257
652,1480
652,3498
652,4202
652,5366
652,5512
652,8701
652,9556
652,10110
652,14227
652,14667
652,15536
652,16591
652,16999
652,19202
652,20210
652,20253
652,20303
652,25615
652,26243
652,26522
653,12186
653,16627
653,19403
653,23414
653,25580
653,26079
654,21745
655,5512
655,17718
655,20303
655,25375
656,2214
657,1506
657,6231
657,7550
657,7626
657,7788
657,12428
657,13574
657,16351
657,16377
657,16846
657,17845
657,19270
657,19818
657,21167
657,23507
657,25416
658,6229
658,6768
658,19210
658,24590
658,25416
659,2777
659,8044
659,8970
659,9696
659,14788
659,17446
659,19202
659,23451
659,24060
659,25551
659,25985
659,26949
660,19053
661,15537
662,103
662,764
662,3294
662,3689
662,4982
662,4982
662,5396
662,6631
662,11975
662,12072
662,12299
662,18439
662,20715
662,20715
662,26019
663,18885
664,8970
665,3075
666,19794
666,21143
666,25454
666,25494
667,23164
668,2502
669,8889
669,12800
670,4762
671,17125
672,17125
673,17125
674,13662
675,888
676,149
676,5018
676,5205
676,7273
676,18500
676,19595
676,24227
676,25827
677,10220
677,12542
678,517
678,3214
678,3685
678,7430
678,8552
678,9487
678,10703
678,16614
678,16861
678,23048
679,10061
680,9939
681,2099
682,9250
682,11379
682,17111
683,14340
684,1679
684,19968
685,26219
686,2279
687,10832
687,16075
688,10393
688,26351
689,6489
690,5541
691,6394
692,5662
693,21746
694,9359
695,13417
695,19292
696,4388
696,5246
696,5552
696,6589
696,7291
696,7590
696,7939
696,9841
696,10486
696,11284
696,13123
696,13523
696,13864
696,14268
696,19151
696,19152
696,19825
696,21411
696,23053
696,23216
696,24248
696,24272
696,26572
696,27081
697,10579
698,24111
699,16666
699,20695
700,11194
701,16365
702,15910
702,23946
703,8016
703,18714
703,18917
703,19629
703,22114
703,24433
704,12893
704,27480
705,10393
706,26667
707,24310
708,24611
709,21388
710,17390
711,7087
712,24507
713,16343
713,20156
714,19774
714,21258
715,12391
715,16656
715,20993
715,23077
716,12391
716,20993
716,23077
717,26667
718,25977
719,3695
719,22103
720,7788
720,15161
721,20947
722,23752
723,10044
724,720
724,7334
724,10176
724,10980
724,12639
724,13763
724,14136
724,16036
724,18053
724,22585
725,2546
726,10716
727,26522
728,15684
729,3865
729,15695
729,16367
729,16411
729,20785
730,25528
731,833
731,6307
731,26994
731,26994
732,24353
733,11701
733,26719
734,645
734,26405
735,19251
736,199
736,388
736,388
736,1318
736,1718
736,2656
736,4017
736,4017
736,4549
736,6566
736,7299
736,7547
736,7547
736,11347
736,14848
736,14848
736,15748
736,15748
736,15776
736,16049
736,16914
736,17053
736,17053
736,17829
736,19956
736,20269
736,20833
736,20868
736,20868
736,22435
736,23204
736,25160
736,26762
737,14754
738,19330
739,277
739,4677
739,9561
739,11586
739,13302
739,23248
739,25887
740,10697
741,12081
742,9714
743,5584
744,9540
744,23208
745,26067
746,27499
747,3476
748,12430
748,14160
749,24070
750,24426
751,3074
751,23912
752,6033
753,6869
753,16687
754,16948
754,25250
755,19236
756,20009
757,13668
757,13668
758,592
758,3478
759,18827
760,25063
761,3794
761,5042
761,11185
761,12357
761,18012
761,18347
761,21744
761,25902
761,26026
762,12796
763,5042
763,18170
763,18347
763,21744
763,26026
763,26481
764,12357
764,12796
765,12660
765,14795
766,7194
766,8858
766,12660
766,12707
766,15138
766,15557
766,27531
767,728
767,16375
767,23424
768,729
768,6039
768,8149
769,234
769,1087
769,1821
769,2198
769,2593
769,3395
769,3396
769,3941
769,3957
769,3959
769,3975
769,3995
769,4078
769,4078
769,4531
769,4873
769,5624
769,5669
769,5742
769,5919
769,6293
769,6349
769,6682
769,6743
769,7262
769,7262
769,7445
769,8146
769,8421
769,8872
769,8984
769,9074
769,9123
769,9368
769,9396
769,9662
769,9953
769,10427
769,10427
769,10487
769,10741
769,10780
769,11024
769,11072
769,11393
769,11627
769,11719
769,11807
769,11996
769,12289
769,12570
769,12773
769,12912
769,12960
769,13380
769,13477
769,13554
769,13717
769,13924
769,13983
769,14360
769,14370
769,14660
769,14799
769,15361
769,15372
769,15515
769,16179
769,16305
769,16983
769,18331
769,18986
769,19138
769,19586
769,19855
769,20235
769,20552
769,20588
769,20840
769,21014
769,21024
769,21812
769,21847
769,22120
769,22270
769,23378
769,23491
769,24124
769,24540
769,24688
769,24709
769,25001
769,25115
769,25383
769,25478
769,25505
769,25657
769,25785
769,26157
769,26235
769,26388
769,27010
769,27136
769,27610
770,412
770,794
770,1187
770,2051
770,2111
770,2465
770,2693
770,2770
770,4865
770,4994
770,4998
770,5260
770,5705
770,6234
770,6371
770,7940
770,8898
770,10669
770,11165
770,11441
770,11889
770,12293
770,12396
770,12540
770,12700
770,12700
770,12908
770,13004
770,13134
770,13306
770,13575
770,14670
770,15302
770,15727
770,16159
770,18007
770,19161
770,19846
770,19931
770,19931
770,20073
770,20767
770,21044
770,21763
770,21865
770,22535
770,23643
770,23972
770,24637
770,25443
770,26460
770,27607
771,19793
772,13668
773,25063
774,14357
774,24008
775,9605
776,17964
777,19262
778,10982
779,1164
780,16874
781,1303
781,4194
782,146
782,725
782,828
782,828
782,846
782,2382
782,3113
782,3598
782,3688
782,4622
782,4927
782,5276
782,5313
782,5491
782,6564
782,6962
782,7798
782,8470
782,8635
782,10078
782,10078
782,12592
782,13054
782,13468
782,14555
782,18030
782,18164
782,20102
782,20610
782,20610
782,20910
782,21439
782,21781
782,21908
782,22347
782,22559
782,23136
782,23774
782,24291
782,24834
782,25992
783,7236
783,19719
783,26640
784,10789
784,16243
785,15330
786,3561
786,14278
787,16269
788,19104
789,10188
790,7707
791,5407
791,20650
792,17804
793,3523
793,4326
793,6454
793,8513
793,15047
794,8513
794,15191
795,7870
796,7076
797,657
798,21361
799,21862
800,6039
800,24670
801,2612
802,2495
802,3528
802,3683
802,4159
802,6092
802,7253
802,7803
802,8019
802,8201
802,8817
802,10416
802,12858
802,16785
802,17139
802,19440
802,19841
802,21296
802,22044
802,24317
802,25998
802,26874
803,6150
803,9314
803,9828
803,18320
804,26203
805,23035
806,6072
807,25847
808,26184
809,891
809,1765
810,25766
811,9224
812,27360
813,12119
814,9704
814,16878
815,26527
816,11129
817,7638
818,22777
819,5668
819,7600
819,13550
820,3394
820,26414
821,8003
821,13872
821,22650
822,25478
823,20883
824,7560
824,14947
824,19603
824,22533
825,196
825,3797
825,4751
825,5408
825,5628
825,7184
825,7598
825,9105
825,15216
825,15823
825,19329
825,20549
